questions,option_A,option_B,option_C,option_D,correct_answer,option_E,source_file,source_folder,year
"Paciente sometida a una cirugía laparoscópica; 4 horas antes que finalice la cirugía el anestesiólogo le coloca un 
antiemético; luego de lo cual empieza a presentar trastornos visuales y boca seca. ¿Qué fármaco de aplicaron?",Dimenhidrinato,Escopolamina,Dexametasona,Ondasetron,B,Tropisetron,Anestesiología,Year2020,2020
¿Cuál de las siguientes condiciones es un factor causal de acidosis respiratoria aguda?,EPOC,Ventilación mecánica,Broncoespasmos,Miastenia,B,Lesión espinal,Anestesiología,Year2020,2020
¿Por qué se produce la vasodilatación arterial y arteriolar que ocurre durante la anestesia espinal?,Aumento de la post carga,La presión arterial aumentada,No se produce bloqueo simpático,Reducción de las resistencias vasculares,D,Aumento del gasto cardiaco,Anestesiología,Year2020,2020
¿Cuál es el antagonista de las benzodiazepinas?,Naloxona,Amobarbital,Melatonina,Cafeína,E,Flumazenil,Anestesiología,Year2020,2020
¿Cuál de los relajantes musculares es el menos indicado de usar en pacientes con cardiomiopatía?,Atracurio,Vecuronio,Cisatracurio,Pancuronio,D,Mivacurio,Anestesiología,Year2020,2020
"En una gestante añosa, multigesta, con periodo intergenésico de 12 años, será sometida a cesárea de urgencia. 
¿Cuál es el anestésico local recomendado?",Lidocaína 5%,Bupivacaina 0.5% hiperbárica,Ketamina + fentanilo,Propofol,B,Remifentanilo,Anestesiología,Year2020,2020
"La primera sustancia identificada en la transmisión del dolor fue: (¿es la primera descubierta o es la primera que 
se activa?)",Calmodulina,Tromboxano,Sustancia P,Interleucina 1,C,Inmunoglobulina E,Anestesiología,Year2020,2020
¿Cuál es un efecto de la analgesia epidural sobre el íleo post operatorio?,Efecto inflamatorio,Gasto en el consumo de opioides,Aumenta el dolor,Mejora la perfusión esplacnica,D,Movilización retardada,Anestesiología,Year2020,2020
"¿Al bloqueo de que nervio corresponde el que se hace un botón intradérmico a 2.5 cm por dentro y por debajo de 
la espina iliaca anterosuperior?",A nivel del tobillo,A nivel de la rodilla,Del nervio crural,Del nervio femorocutáneo,D,Del nervio tibia anterior,Anestesiología,Year2020,2020
¿Qué factor técnico etiológico disminuye la PET CO2?,Cal sodada agotada,Flujo de gas fresco escaso,Fugas mantenidas en el circuito,Fallo de las válvulas,E,Función inadecuada del respirador,Anestesiología,Year2020,2020
Gestante de categoría estable con diagnóstico de cesárea anterior. ¿Cuál es la técnica anestésica de elección?,General inhalatoria,General intravenosa,Epidural,Endovenosa para general,C,Caudal,Anestesiología,Year2020,2020
¿Cuál es un signo neurológico por déficit de líquido extracelular?,Hipotensión,Somnolencia,Lengua seca,Hipotermia leve,B,Pulso débil,Anestesiología,Year2020,2020
¿Cuál es el reflejo que explica la bradicardia paradójica que se observa durante la anestesia espinal?,Bainbridge,Kussmaull,Purkinje,De Gasser,A,Babinsky,Anestesiología,Year2020,2020
¿Qué escala evalúa la dificultad de ventilación con mascarilla facial?,Escala de Han,Escala de Lemon,Escala de Patil,Escala de Mallampati,A,Escala de Cormack Lehane,Anestesiología,Year2020,2020
"En la evaluación de un paciente que ingresa por Emergencia, determina ""Paciente moribundo"". ¿Qué grado de 
ASA le corresponde?",IV,I,III,II,E,V,Anestesiología,Year2020,2020
¿Cuál es una contraindicación absoluta en la analgesia peridural para parto?,Feto grande,Gestante añosa,Coagulopatias,Multigesta,C,Gestante adolescente,Anestesiología,Year2020,2020
"Mujer de 38 años, fumadora, es sometida a una lipoescultura y agrandamiento de la mamá al mismo tiempo. De 
acuerdo a la evaluación de náuseas y vómitos postoperatorios. ¿A qué riesgo corresponde?",Mediano riesgo,Alto riesgo,Bajo riesgo,Sin riesgo,B,Muy bajo riesgo,Anestesiología,Year2020,2020
El prefijo del tiopental se debe a que es un compuesto que contiene:,Iodo,Antimonio,Cloro,Magnesio,E,Azufre,Anestesiología,Year2020,2020
¿Cuál de las siguientes patologías es causal de acidosis metabólica con hiato aniónico elevado?,Pérdida tubular del bicarbonato,Diarrea,Insuficiencia renal crónica,Fístula pancreática,C,Insuficiencia renal aguda,Anestesiología,Year2020,2020
¿Qué productos tienen efecto estimulante en el tránsito intestinal?,Anticolinérgicos,Anestésicos locales,Anestésicos intravenosos,Catecolaminas,B,Opioides,Anestesiología,Year2020,2020
"¿Cuál es el anestésico local con concentración 2%, con una demora de instauración 5.8 min y tiene un nivel intenso 
de intensidad del bloqueo motor?",Bupivacaína 0.5 %,Cloroprocaína,Bupivacaína 0.25%,Lidocaína 2%,B,Etidocaína,Anestesiología,Year2020,2020
¿Qué fármaco aumenta la presión intraocular?,Adrenalina,Beta bloqueadores,Inhibidores de la anhidrasa carbónica,Bloqueantes beta adrenérgicos,E,Ketamina,Anestesiología,Year2020,2020
"Mujer de 55 años, sometida a cirugía plástica; antecedente de asma crónica. Gases arteriales: HCO3: 24 mEq/l, 
PaCO2: 40 mmHg y pH: 7.44. ¿En qué estado se encuentra la paciente?",Normal,Acidosis metabólica pura,Acidosis metabólica no compensada,Alcalosis respiratoria,A,Acidosis respiratoria compensada,Anestesiología,Year2020,2020
¿Qué productos están en el tercer escalón de la escala terapéutica del dolor de la OMS?,Analgésicos céntrales menores,Analgésicos periféricos,AINES,Analgésicos céntrales mayores,D,Solo Corticoides,Anestesiología,Year2020,2020
"¿Cuál de los siguientes es un fármaco intravenoso, hipnótico, el más usado, del grupo de alquilfenoles, 
antiemético?",Midazolam,Ketamina,Fentanilo,Tiopental,E,Propofol,Anestesiología,Year2020,2020
¿Cuál es el tiempo de latencia del fentanilo?,30 min,5 min,1 hora,2 horas,B,40 min,Anestesiología,Year2020,2020
¿Cuál es el receptor opioide que tiene como localización tanto en corteza como en el sistema límbico?,u,k,d,Teta,A,z,Anestesiología,Year2020,2020
¿Cuál es una causa fisiológica de retraso del vaciamiento gástrico?,Embarazo,Dolor,Shock,Oclusión intestinal,A,Hipotiroidismo,Anestesiología,Year2020,2020
En una gestante con diagnóstico de síndrome de Hellp. ¿Cuál es la técnica anestésica recomendada?,Anestesia epidural,Anestesia general inhalatoria,Anestesia raquídea,Anestesia subdural,B,Anestesia combinada,Anestesiología,Year2020,2020
"¿Cuáles el relajante muscular que se metaboliza y elimina por acción de estearasas plasmáticas y eliminación de 
Hoffman?",Vecuronio,Suscinilcolina,Atracurio,Miavacurio,C,Pancuronio,Anestesiología,Year2020,2020
¿Cuál es el receptor opioide que tiene como función la inhibición de la testosterona?,ß,d,u,k,C,&,Anestesiología,Year2020,2020
¿Cuál es el receptor opioide que da como efecto la bradicardia?,u2,a,b,k,A,d,Anestesiología,Year2020,2020
¿Qué fármaco es antagonista para sobredosis de benzodiacepinas?,Midazolam,Naloxona,Neostigmina,Rocuronio,E,Flumacenilo,Anestesiología,Year2020,2020
"En la intubación difícil, el hallazgo de gloptosis y micrognatia corresponde al síndrome de:",Pierre Robin,Treacher Collins,Franceschetti-Klein,Apert,A,Klippel-Feil,Anestesiología,Year2020,2020
¿Qué se debe tener en cuenta para la reducción del riesgo de NVPO?,Uso de anestesia general,Maximizar uso de opioides,Maximizar uso de neostigmina,Uso de anestesia regional,D,Hidratación mínima,Anestesiología,Year2020,2020
¿Cuál es el esquema de tratamiento EV para dolor severo?,Sólo AINES,AINES + opioide débil,Opioide débil,Corticoide + AINES,E,AINES + opioide fuerte u opioide sólo,Anestesiología,Year2020,2020
"¿Cuál es el anticoagulante que en el caso de una cirugía, se coloca su última dosis con un tiempo de más 
de 12 horas?",Heparina no fraccionada,Warfarina,Ribaroxabán,Dabigatrán,E,Heparina de bajo peso molecular,Anestesiología,Year2020,2020
"Varón de 50 años, procedente de los andes, ingresa a la emergencia por dolores cólicos abdominales intensos, 
sensación de náuseas sin vómitos y ausencia de flatos. Examen: Abdomen globuloso, timpánico, 
rebote (++).doloroso a la palpación en hemiabdomen izquierdo. RHA (-). ¿Cuál es el diagnóstico probable?",Diverticulitis de sigma,Vólvulo gástrico,Obstrucción yeyunal,Vólvulo de sigmoides,D,Intususcepción ileal,Cirugía General,Year2020,2020
¿Cuál es la indicación absoluta para una laparotomía de urgencia?,Herida penetrante,Shock hemorrágico,Herida por proyectil de arma de fuego,Plastrón apendicular,B,Eventración encarcerada,Cirugía General,Year2020,2020
"Varón de 25 años, ingresa a emergencia por presentar hace 2 días dolor abdominal difuso inicialmente en región 
periumbilical, que hoy se localiza en fosa iliaca derecha; se acompaña de malestar general, náuseas, vómitos y 
sensación de alza térmica. ¿Cuál es la conducta a seguir?",Laparotomía exploratoria,Continuar con observación médica,Repetir exámenes auxiliares,Iniciar antibióticos rápidamente,A,Repetir tomografía computarizada,Cirugía General,Year2020,2020
"Varón de 30 años, tratado hasta en dos oportunidades por enfermedad péptica, ingresa por dolores abdominales 
difusos. Al examen se encuentra ""abdomen en tabla"" y el estudio de secreción peritoneal informa la presencia de 
abundantes grampositivos. Rx: aire libre en cavidad peritoneal ¿Cuál es el tipo de perforación más probable?",Yeyunal,Apendicular,Vesical,Colon,E,Gástrica,Cirugía General,Year2020,2020
"En relación a la vascularización del recto, Se conoce que la arteria:",Hemorroidal media nace directamente de la,La mesentérica superior termina en la,Hemorroidal superior es rama de la mesentérica,Hemorroidal inferior es rama de mesentérica,C,Mesentérica superior nace en la iliaca común,Cirugía General,Year2020,2020
"Varón de 30 años, sufre accidente de tránsito y presenta herida abierta en cara anterior de parrilla costal derecha. 
Examen: hipotensión arterial, ingurgitación yugular y disminución de ruidos respiratorios en hemitórax derecho. 
¿Cuál es el diagnóstico más probable?",Herida penetrante en tórax,Taponamiento cardiaco,Contusión pulmonar,Tórax flácido,B,Neumotórax simple,Cirugía General,Year2020,2020
"Varón de 30 años, quien sufre accidente automovilístico, ingresa al establecimiento de salud con diagnóstico de 
politraumatismo múltiple. ¿Cuál es el examen auxiliar indicado para descartar una fractura pélvica?",Lavado peritoneal,Radiografía simple de abdomen,Resonancia magnética,Radiografía de colon con contraste,B,Cistografía,Cirugía General,Year2020,2020
"Varón de 20 años, que sufre caída sobre rodilla derecha, y se provoca herida contusa. A posteriori hay una 
formación de un exudado fibrinoso sobre la herida. ¿Este hallazgo a que fase de la cicatrización pertenece?",Proliferación,Remodelado,Inflamatoria,Maduración,C,Regeneración,Cirugía General,Year2020,2020
¿Cuál es el síntoma característico en la obstrucción del colon izquierdo ocasionada por neoplasias?,Estreñimiento crónico,Estreñimiento súbito,Diarreas y rectorragias,Sensación de hambre,A,Fiebre en picos altos,Cirugía General,Year2020,2020
"Varón de 60 años, con diagnóstico de adenocarcinoma en el cuerpo gástrico en etapas II y III. ¿Cuál es el 
tratamiento más aconsejado?",Gastrectomía en Y de Roux,Resección tipo BII,Quimioterapia y radioterapia,Gastrectomía total,E,"Resección BII, quimio y radioterapia",Cirugía General,Year2020,2020
"Varón de 20 años, consulta por tener dolor durante y después de la defecación se acompaña de rectorragia. 
Examen: región perianal sensible a la palpación. En canal y orificio anal se encuentra laceración que va desde el 
margen anal hasta la línea dentada en cara posterior ¿Cuál es el diagnóstico probable?",Fístula perianal,Desgarro anal,Absceso perianal,Hemorroides interna,E,Fisura anal,Cirugía General,Year2020,2020
"Varón de 40 años, refiere dolor abdominal difuso acompañado de náuseas y vómitos alimentarios con ausencia 
de deposiciones. Examen: abdomen ligeramente distendido, ausencia de ruidos hidroaéreos. Rx. abdomen de pie: 
múltiples niveles hidroaéreos en mesogastrio y signo de “pila de monedas”. ¿Cuál es el diagnóstico más probable?",Válvula ileocecal incompetente,Obstrucción intestinal por hernia de Litré,Bridas y adherencias colónicas,Tumor obstructivo de colon derecho,E,Obstrucción intestinal de asas delgadas,Cirugía General,Year2020,2020
"Varón de 22 años llega a emergencia por presentar dolor abdominal difuso, acompañado de calambres 
abdominales y escalofríos con sensación de alza térmica desde hace dos días y diarreas líquidas. Examen: 
abdomen tenso y no se palpan masas, puño percusión negativa. ¿Cuál es el diagnóstico más probable?",Hematoma de los rectos,Absceso perinefrítico,Apendicitis epiploica,Gastroenteritis aguda,D,Apendicitis aguda,Cirugía General,Year2020,2020
"En presencia de un íleo por cálculo biliar, la obstrucción frecuentemente se ubica a nivel del:",Yeyuno,Íleon terminal,Colon derecho,Duodeno,B,Íleon proximal,Cirugía General,Year2020,2020
"Para determinar el grado de necrosis que se produce en el páncreas, luego de un cuadro de pancreatitis aguda 
grave. ¿Qué examen auxiliar es el indicado?",Colangioresonancia,Ecografía abdominal,Radiografía simple de abdomen,Tomografía computarizada,D,Ecoendoscopía,Cirugía General,Year2020,2020
"Varón de 20 años, sufre accidente en moto. Ingresa con inestabilidad hemodinámica a una laparotomía de urgencia 
por ruptura hepática severa. En el intraoperatorio se realiza la maniobra de Pringle. ¿En qué consiste esta técnica?",Presión continua de colédoco y vena porta,Ocluir el pedículo hepático,Oclusión de vena porta y cava inferior,Cierre temporal del tronco celiaco,B,Cierre de vena porta y arteria hepática,Cirugía General,Year2020,2020
"Mujer de 30 años, natural y procedente de Canadá, presenta desde hace un año disfagia progresiva a nivel torácico 
y se le agrega en la actualidad espasmo torácico y regurgitación de líquidos. ¿Cuál es el diagnóstico más probable?",Enfermedad de Chagas,Divertículo de Zenker,Esófago de Barrett,Esofagitis por reflujo,E,Acalasia del cardias,Cirugía General,Year2020,2020
"Varón de 60 años, refiere dolor abdominal intermitente en fosa iliaca izquierda y estreñimiento crónico. Examen: 
reacción peritoneal leve en fosa iliaca izquierda; no se palpan masas. Colonoscopia: divertículos parcialmente 
cubierta por material colónico con pequeños abscesos intramurales. ¿Cuál es el diagnóstico más probable?",Diverticulitis aguda no complicada,Pseudodiverticulitis aguda,Absceso pericólico,Diverticulitis recurrente,A,Diverticulitis crónica,Cirugía General,Year2020,2020
"Los tumores benignos del tracto digestivo se encuentran en el intestino delgado. ¿En qué sector intestinal es más 
frecuente encontrarlos?",Yeyuno superior,Primera porción del duodeno,Válvula ileocecal,Íleon terminal,D,Tercera porción del duodeno,Cirugía General,Year2020,2020
La presencia de ascitis caracteriza a un paciente cirrótico. ¿Cuál es la causa?,Aumento de la prostaglandina E,Disminución de monosacáridos,Presencia de un trasudado linfático,Presencia de hipoalbuminemia,D,Aumento de la presión oncótica,Cirugía General,Year2020,2020
¿Cuál es el sistema orgánico más afectado durante el período postoperatorio del paciente de la tercera edad?,Cardiovascular,Respiratorio,Cerebrovascular,Inmunitario,B,Renal,Cirugía General,Year2020,2020
"Paciente llega a la emergencia por presentar fiebre en picos, ascitis y hepatomegalia. Se trata de descartar la 
presencia de un absceso hepático. ¿Cuál es el examen auxiliar que tiene mejor indicación en este caso?",Resonancia magnética,Radiografía simple de abdomen,Tomografía abdominal,Gammagrafía hepática,E,Ecografía abdominal,Cirugía General,Year2020,2020
"Mujer de 40 años de edad, diabética tipo II en control médico. Desde hace 2 años presenta cuadros de colecistitis 
crónica a repetición. Ecografía: vesícula de paredes gruesas con signos de calcificación difusa. ¿Qué se espera 
encontrar en el acto operatorio?",Empiema vesicular,Colecistitis crónica,Hidrops vesicular,Vesícula xantogranulomatosa,E,Vesícula en porcelana,Cirugía General,Year2020,2020
"Varón de 40 años, con hábitos de ingestión de alcohol frecuente. Actualmente presenta hematemesis abundante, 
con cuadros de melena. Examen: ingurgitación yugular, región hipotenar atróficas y signo de araña vascular sobre 
el dorso de la nariz. Clínicamente sospechamos de:",Hipertensión portal,Úlcera péptica antral,Tumor GIST antral,Úlcera duodenal,A,Síndrome de Mallory Weiss,Cirugía General,Year2020,2020
De acuerdo a la etiopatogenia de las hernias inguinales. ¿Qué tipo de hernia se relaciona con la criptorquidia?,Obturatriz,Mixta,Indirecta,Femoral,C,Petit,Cirugía General,Year2020,2020
"Varón de 40 años, después de una comida copiosa presenta dolores cólicos repetidos en región epigástrica y/o 
periumbilical que se irradia a la espalda. Examen: Abdomen ligeramente distendido y doloroso a la palpación 
superficial y profunda, signo de Murphy (-). Rx. simple de abdomen se observa un asa con nivel en mesogastrio. 
¿Cuál es el probable diagnóstico clínico?",Pancreatitis aguda,Infarto de miocardio,Obstrucción intestinal,Úlcera péptica,A,Diverticulitis,Cirugía General,Year2020,2020
"Mujer de 50 años, con antecedente de arritmia cardíaca, en tratamiento. Ingresa a la emergencia por presentar 
dolores abdominales cólicos intensos, difusos y se acompaña de vómitos alimentarios explosivos que no ceden 
con los antiespasmódicos intravenosos. Examen: Abdomen distendido y doloroso a la palpación, con rebote (+++). 
¿Cuál es su sospecha diagnóstica?",Perforación gástrica,Obstrucción pilórica,Vólvulo de ciego,Isquemia mesentérica,D,Cálculo coledociano,Cirugía General,Year2020,2020
"Dentro de las diversas causas que producen quemaduras. ¿Cuál de las siguientes puede presentar paro cardiaco 
y síndrome compartimental?",Química,Inhalatoria,Térmica,Solar,E,Eléctrica,Cirugía General,Year2020,2020
"Mujer de 65 años presenta dolor a la defecación acompañada de rectorragia, posteriormente se agrega escozor 
en la zona perianal. Examen: Se palpa tumoración dolorosa a 5cm del margen anal de bordes irregulares con 
sangrado activo. ¿Cuál es el diagnóstico más probable?",Carcinoma basoloide,Melanoma,Carcinoma escamoso,Carcinoma epidermoide,C,Adenocarcinoma,Cirugía General,Year2020,2020
"Mujer de 40 años, multípara colecistectomizada hace un año. Actualmente refiere dolor cólico a repetición en 
epigastrio e hipocondrio derecho con intolerancia a las grasas e ictericia de escleras ¿Cuál es la primera sospecha 
diagnóstica?",Quiste coledociano,Ampuloma,Estenosis coledociana,Absceso subfrénico,E,Coledocolitiasis residual,Cirugía General,Year2020,2020
"Varón de 77 años ingresa a emergencia por un episodio de diverticulitis aguda, sin signos peritoneales. 
Tomografía: absceso pélvico de 5 cm de diámetro, con absceso retroperitoneal, en contacto con pared abdominal. 
¿Cuál es la conducta terapéutica adecuada?",Proctocolectomía urgente,Alta con tratamiento antibiótico ambulatorio,Colostomía y drenaje quirúrgico,Dieta completa y antibioticoterapia,E,Drenaje percutáneo con antibioticoterapia,Cirugía General,Year2020,2020
"Cantante de 30 años, requiere resección de tumor bucofaríngeo. Requiere de una intubación anestésica 
prolongada. ¿Cuál es la indicación más apropiada y evitar daños en las cuerdas vocales?",Cricotiroidectomía,Traqueostomía,Válvula de Passy-Muir,Intubación bucofaríngea,B,Tubo endotraqueal,Cirugía General,Year2020,2020
"En la patología tumoral hepática. ¿Cuál de las alternativas está en relación directa con la ingesta de 
anticonceptivos orales?",Hemangioma,Adenoma,Adenocarcinoma,Carcinoma,B,Colangiocarcinoma,Cirugía General,Year2020,2020
"¿Cuál de las siguientes entidades patológicas, juega un papel preponderante en la génesis de una hernia 
abdominal?",Diabetes mellitus,Hipertensión arterial,Insuficiencia cardíaca,Cálculos renales,E,Tos crónica,Cirugía General,Year2020,2020
"Varón de 25 años, refiere que, desde hace 6 horas, presenta dolor abdominal tipo difuso en mesogastrio, que no 
migra. Examen: abdomen sensible, doloroso a la palpación profunda en epigastrio, rebote (-). Leucocitos 9,000 
por mm3 abastonados 2%. ¿Cuál es la conducta a seguir?",Examen de orina completo,Tomografía computarizada,Laparotomía exploratoria,Iniciar antibióticoterapia,E,Evitar dar analgésicos,Cirugía General,Year2020,2020
"Paciente posgastrectomizado con técnica tipo Billroth II,  a los 10 días presenta náuseas y vómitos biliosos que 
calman el dolor abdominal. Clínicamente, se trata del síndrome:",Asa eferente,Remanente gástrico pequeño,Antro retenido,Evacuación gástrica rápida,E,Asa aferente,Cirugía General,Year2020,2020
"En una obstrucción intestinal baja, en la cual además se encuentra una válvula ileocecal competente, aumenta el 
riesgo de:",Vómitos,Rectorragia,Diarreas,Ascitis,E,Perforación,Cirugía General,Year2020,2020
"Mujer de 30 años, con consumo prolongado de anticonceptivos orales, refiere ligeros dolores abdominales. 
Examen: se palpa masa de 5 cm de diámetro sobre borde hepático derecho. Inesperadamente presenta un cuadro 
de shock hipovolémico, ¿Cuál es la causa más probable?",Hiperplasia nodular,Adenoma hepatocelular,Enfermedad de Carolli,Tumor de Klastskin,B,Colangiocarcinoma,Cirugía General,Year2020,2020
"Mujer de 55 años, que sufre la resección de un tumor de 5 cm de diámetro en el antro gástrico. Patología informa 
que se trata de un tumor a partir de los músculos lisos. ¿A qué tumor corresponde el hallazgo?",Leiomioma,Adenosarcoma,Adenocarcinoma,Tumor del estroma,A,Fibroadenoma,Cirugía General,Year2020,2020
"Varón de 65 años que hace 3 días presenta dolor abdominal con sensación de alza térmica y sensación nauseosa. 
Examen: PA: 90/50 mmHg, FC: 100X', T°: 39°C, Sat. O2: 96%, ictericia de piel y escleras; abdomen doloroso a la 
palpación en hipocondrio derecho, signo de Murphy (+). Hemograma muestra leucocitos: 16,000/m3 con 10% de 
abastonados. ¿Cuál es la mejor conducta a seguir?",Coledocotomía más drenaje Kher,Colangioresonancia,Colecistectomía más exploración de vía biliar,Colangiopancreatografía retrógrada,D,Colangiografía transparietohepática,Cirugía General,Year2020,2020
¿Cuál es el tipo de hernia en el que sólo una parte de la circunferencia del intestino es atrapada?,Richter,Spiegel,Litré,Grynfelt,A,Hernia por deslizamiento,Cirugía General,Year2020,2020
"En el manejo terapéutico de una obstrucción del intestino delgado, resulta fundamental el empleo de:",Laparotomía abierta,Antibioticoterapia,Sonda nasogástrica,Enterolisis,C,Laparoscopía diagnóstica,Cirugía General,Year2020,2020
"En las infecciones localizadas de la piel, las del tipo no infectadas se les conoce como:",Chancro,Piodermitis,Celulitis,Absceso,E,Flemón,Cirugía General,Year2020,2020
"Varón de 35 años, presenta dolores cólicos en hipocondrio derecho desde hace 2 años, en forma intermitente. 
Actualmente presenta dolores intensos e ictericia de escleras, sin baja de peso. ¿Cuál es el examen radiológico 
más indicado?",Colangioresonancia,Eco endoscopia,Tomografía computarizada,Ecografía abdominal,A,Colangiografía oral,Cirugía General,Year2020,2020
"Varón de 50 años. Antecedente de colecistitis crónica calculosa. Actualmente refiere dolores abdominales intensos 
en mesogastrio acompañado de náuseas y vómitos biliosos, desde hace 6 días. ¿Qué examen auxiliar es el más 
indicado para precisar el diagnóstico?",Ácido clorhídrico,Amilasa,Albúmina,Lipasa,D,Globulinas,Cirugía General,Year2020,2020
Una de las características más importantes de los tejidos de cubierta del recto es que:,Va desde la 5ta. vértebra sacra al ano,Tercio inferior carece de peritoneo,Mide cerca de 20 centímetros,El tercio inferior carece de mucosa,B,Todo el recto está cubierto por peritoneo,Cirugía General,Year2020,2020
"Varón de 25 años que ha sido operado por resección gástrica subtotal debido a una ulcera péptica crónica. Esto 
significa que en el futuro este paciente:",Producirá menos ácido clorhídrico,Disminuye la producción del factor intrínseco,Aumenta la producción alcalina,Acelera la producción de acetilcolina,A,Aumenta la producción de histamina,Cirugía General,Year2020,2020
Ante la confirmación de infección de una herida operatoria. ¿De que dependerá el tratamiento a seguir?,Resultado del cultivo,Profundidad de la infección,Nivel de leucocitosis,Limpieza local,B,De la evolución natural,Cirugía General,Year2020,2020
"Varón 50 años de edad, presenta masa tumoral de 3cm de diámetro en recto y a 6cm del margen anal. Con 
estudios RM pélvica lo tipifican como: T0-T1- N0. ¿Cuál es la técnica quirúrgica recomendada?",Quimioterapia sistémica,Resección tumoral completa via anal,Resección abdómino-perineal con,Radiación local,B,Operación a lo Hartmann,Cirugía General,Year2020,2020
"En personas no operados, los casos de obstrucción intestinal se ven con mayor frecuencia en aquellos con 
diagnóstico de:",Enfermedad de Crohn,Hernia umbilical,Vólvulo de colon,Hernia inguinal,D,Íleo biliar,Cirugía General,Year2020,2020
"Dentro de los tumores gástricos, benignos. ¿Cuál es el tumor que requiere enucleación quirúrgica?",Fibromioma,Gastrinoma,Leiomioma,Adenoma,C,GIST gástrico,Cirugía General,Year2020,2020
"Mujer de 20 años, en buen estado de salud, refiere dolor abdominal agudo desde hace dos días localizado en 
hipogastrio. Examen: abdomen tenso con signos de irritación peritoneal, rebote positivo, puño percusión derecha 
positiva. Hemograma 10,000 por mm3 leucocitos con 2% de abastonados. ¿Cuál es la conducta más adecuada a 
seguir?",Iniciar tratamiento con antibióticos,Interconsulta a medicina,Laparotomía exploradora,Insistir con exámenes por imágenes,D,Laparoscopía diagnóstica,Cirugía General,Year2020,2020
La presencia de la mucosa protectora del estómago actúa como barrera que impide la formación de:,Gastritis crónica,Hemorragia digestiva,Estenosis pilórica,Úlcera péptica,D,Erosión esofágica,Cirugía General,Year2020,2020
"La presencia de un linfoma gástrico, de baja malignidad en el antro implica como medida terapéutica de inicio:",Quimioterapia y radiación,Resección tipo Polya,Resección gástrica subtotal,Antrectomía tipo Billroth I,E,Observación médica,Cirugía General,Year2020,2020
"Varón de 25 años, hace 6 días fue operado de peritonitis difusa por apendicitis perforada. Actualmente cursa con 
fiebre de 39 °C en forma persistente, taquicardia y malestar general. Rx Tórax: atelectasia basal y derrame pleural 
escaso. ¿Cuál es el diagnóstico más probable?",Perforación gástrica,Neumonía intrahospitalaria,Absceso subfrénico,Absceso pélvico residual,C,Fiebre tifoidea,Cirugía General,Year2020,2020
"Mujer de 43 años de edad, desde hace un año refiere llenura precoz, dolores cólicos en mesogastrio acompañado 
de náuseas, vómitos y baja de peso. Intraoperatoriamente se halla un adenocarcinoma yeyunal. ¿Cuál es la técnica 
quirúrgica a emplear?",Yeyuno transversostomia,Extirpación local en forma de cuña,Resección local más quimioterapia,Anastomosis tipo by pass yeyunoileal,E,Resección local y de mesenterio amplia,Cirugía General,Year2020,2020
"La composición química de los cálculos vesiculares en su gran mayoría son los llamados cálculos biliares puros o 
mixtos. ¿Cuál es su componente químico más importante?",Cálculos de colesterol,Oxalato de calcio,Fosfato de amonio,Fosfolípidos,A,Fosfato de calcio,Cirugía General,Year2020,2020
"Mujer de 35 años con ligeras molestias digestivas. Endoscopia: divertículo único ubicado en la segunda porción 
del duodeno. ¿Cómo se le conoce a este tipo de divertículo?",Yeyuno-ileal,Meckel,Adquirido,Congénito,C,Diverticulosis,Cirugía General,Year2020,2020
"El signo clínico de dolor al muslo, irradiado a la rodilla, que se encuentra al flexionar una pierna sobre el muslo y 
girarla sobre su eje, es característico de una hernia del tipo:",Spiegel,Obturatriz,Crural,Grynfelt,B,Perineal,Cirugía General,Year2020,2020
"Mujer de 70 años, llega a emergencia en mal estado general. Antecedente: adenocarcinoma de sigma. Examen: 
abdomen peritoneal con rebote (++). Ecografía, presencia de líquido libre en cavidad, en escasa cantidad. ¿Cuál 
es la conducta quirúrgica a seguir?",Antibiócoterapia y Radiación pre quirúrgica,Ileo sigmoidectomía paliativa,Hemicolectomía,Resección tumoral endoscópica y anastomosis,E,Resección abierta y colostomía a lo Hartmann,Cirugía General,Year2020,2020
"Varón de 30 años sufre accidente de tránsito e ingresa a la emergencia con dificultad respiratoria e hipotensión 
arterial. Examen: murmullo vesicular ausente, enfisema subcutáneo y distensión de las venas del cuello en 
hemitórax derecho. Rx. tórax: desviación mediastinal controlateral. De acuerdo a la valoración inicial y reanimación 
del ATLS, ¿Cuál es el diagnóstico más probable?",Choque neurogénico,Hemotórax izquierdo,Taponamiento cardíaco,Lesión de parrilla costal,E,Neumotórax a tensión,Cirugía General,Year2020,2020
"Durante la intervención quirúrgica de una hernia inguinal, el cirujano decide la construcción de un nuevo piso del 
canal inguinal, suturando el tendón conjunto al ligamento inguinal. ¿A que técnica quirúrgica corresponde?",Mc Vay,Lichtenstein,Shouldice,Plug y Mesh,E,Bassini,Cirugía General,Year2020,2020
"El cuadro clínico de diverticulitis aguda generalmente es provocado por un coprolito que cubre la luz. En esta fase, 
el diagnóstico se debe realizar:",Con colonoscopio,Con enema opaco,Con rectosigmoidoscopía,Sólo clínicamente,D,Con resonancia magnética,Cirugía General,Year2020,2020
